Data;Usina;Programado (MWmed);Verificado (MWmed);Desvio %
01/01/2017;14 DE JULHO;51,67;98,73;91,08
01/01/2017;AGUA VERMELHA;640,62;659,05;2,88
01/01/2017;AIMORES;93,00;90,86;-2,30
01/01/2017;ALTO SUCURIU;23,00;23,00;0,00
01/01/2017;ALZIR SANTOS;55,62;24,55;-55,86
01/01/2017;AMADORAGUIAR1;63,96;64,85;1,39
01/01/2017;AMADORAGUIAR2;55,69;62,03;11,38
01/01/2017;AREAL;9,71;0,00;-100,00
01/01/2017;BAGUARI;50,00;42,43;-15,14
01/01/2017;BARIRI;66,25;67,52;1,92
01/01/2017;BARRA BONITA;35,00;34,89;-0,31
01/01/2017;BATALHA;10,00;10,03;0,30
01/01/2017;BELO MONTE;1.722,31;1.733,63;0,66
01/01/2017;BENTO MUNHOZ;195,04;213,61;9,52
01/01/2017;C. DOURADA;70,00;71,11;1,59
01/01/2017;C.CALDEIRAO;48,00;43,51;-9,35
01/01/2017;CACONDE;30,00;29,82;-0,60
01/01/2017;CAMARGOS;9,00;9,31;3,44
01/01/2017;CANA BRAVA;125,00;125,45;0,36
01/01/2017;CANOAS I;80,00;79,53;-0,59
01/01/2017;CANOAS II;70,00;68,79;-1,73
01/01/2017;CAPIVARA;363,85;377,44;3,74
01/01/2017;CASTRO ALVES;74,00;129,08;74,43
01/01/2017;CHAVANTES;375,00;370,33;-1,25
01/01/2017;CORUMBA;80,00;79,20;-1,00
01/01/2017;CORUMBA III;41,25;41,16;-0,22
01/01/2017;CORUMBA IV;45,00;47,01;4,47
01/01/2017;CURUA-UNA;14,00;14,04;0,29
01/01/2017;DARDANELOS;259,00;253,69;-2,05
01/01/2017;E.CUNHA;40,00;35,61;-10,98
01/01/2017;EMBORCACAO;146,00;158,33;8,45
01/01/2017;ESPORA;21,00;21,10;0,48
01/01/2017;ESTREITO;260,00;260,57;0,22
01/01/2017;FERREI.GOMES;55,00;39,58;-28,04
01/01/2017;FONTES NOVA;110,00;112,96;2,69
01/01/2017;FUNDAO;70,00;52,80;-24,57
01/01/2017;FUNIL;89,00;84,12;-5,48
01/01/2017;FUNIL GRANDE;59,00;59,46;0,78
01/01/2017;FURNAS;212,50;213,82;0,62
01/01/2017;G.JOSE RICHA;358,96;392,20;9,26
01/01/2017;GUAPORE;50,00;52,08;4,16
01/01/2017;GUILMA AMORIM;50,00;29,39;-41,22
01/01/2017;H.BORDEN EXT;19,00;19,24;1,26
01/01/2017;H.BORDEN SUB;42,92;15,15;-64,70
01/01/2017;IBITINGA;95,00;95,76;0,80
01/01/2017;IGARAPAVA;66,00;56,24;-14,79
01/01/2017;ILHA POMBOS;90,00;82,49;-8,34
01/01/2017;ILHA SOLTEIRA;1.862,50;1.843,40;-1,03
01/01/2017;IRAPE-US;62,00;64,02;3,26
01/01/2017;ITAIPU 50 HZ;4.225,00;4.228,44;0,08
01/01/2017;ITAIPU 60 HZ;4.669,79;4.787,44;2,52
01/01/2017;ITAPEBI US;48,75;27,37;-43,86
01/01/2017;ITAUBA;15,00;42,18;181,20
01/01/2017;ITIQUIRA I;30,00;30,30;1,00
01/01/2017;ITIQUIRA II;80,00;85,66;7,07
01/01/2017;ITUMBIARA;297,92;222,53;-25,31
01/01/2017;ITUTINGA-US;15,00;14,46;-3,60
01/01/2017;JACUI;90,00;89,85;-0,17
01/01/2017;JAGUARA-US;162,92;151,93;-6,75
01/01/2017;JAGUARI;20,00;19,69;-1,55
01/01/2017;JLM.G.PEREIRA;34,00;35,30;3,82
01/01/2017;JUBA 1;27,00;0,00;-100,00
01/01/2017;JUBA 2;0,00;27,01;0,00
01/01/2017;JUPIA;1.055,62;985,64;-6,63
01/01/2017;JURUMIRIM;96,00;95,81;-0,20
01/01/2017;L.C.BARRETO;169,17;173,38;2,49
01/01/2017;LAJEADO;200,00;204,43;2,22
01/01/2017;LASA;0,00;0,00;0,00
01/01/2017;LIMOEIRO;15,00;10,24;-31,73
01/01/2017;M. MORAES;171,67;175,40;2,17
01/01/2017;MACABU;1,79;0,00;-100,00
01/01/2017;MANSO;60,00;60,64;1,07
01/01/2017;MARIMBONDO;353,33;446,84;26,47
01/01/2017;MIRANDA;80,00;82,10;2,62
01/01/2017;N.AVANHANDAVA;119,50;119,78;0,23
01/01/2017;NEY BRAGA;155,42;105,89;-31,87
01/01/2017;NILO PECANHA;260,00;349,31;34,35
01/01/2017;NOVA PONTE;120,00;126,79;5,66
01/01/2017;OURINHOS;43,00;36,08;-16,09
01/01/2017;P. COLOMBIA;60,83;62,88;3,37
01/01/2017;P. PRIMAVERA;1.257,08;1.252,91;-0,33
01/01/2017;P.DO CAVALO;2,50;2,64;5,60
01/01/2017;PARAIBUNA;11,17;11,28;0,98
01/01/2017;PASSO REAL;46,00;47,44;3,13
01/01/2017;PASSO S JOAO;77,00;76,71;-0,38
01/01/2017;PCH ANGELINA;9,00;9,00;0,00
01/01/2017;PCH BLUMENAU;59,62;59,62;0,00
01/01/2017;PCH BURITI;26,00;26,00;0,00
01/01/2017;PCH CANASTRA;23,17;23,64;2,03
01/01/2017;PCH CGRANDE;43,00;43,00;0,00
01/01/2017;PCH CHOPIM;28,00;28,00;0,00
01/01/2017;PCH CURITIBA;20,00;20,00;0,00
01/01/2017;PCH LUDESA;10,00;10,00;0,00
01/01/2017;PCH MOSQUITAO;16,00;15,99;-0,06
01/01/2017;PCH NORTEMS;0,00;0,00;0,00
01/01/2017;PCH PBRANCO;140,00;140,00;0,00
01/01/2017;PCH PFUNDO;0,00;0,00;0,00
01/01/2017;PCH QUEIXADA;17,00;20,61;21,24
01/01/2017;PCH S A CAIAPO;11,00;0,00;-100,00
01/01/2017;PCH S.GRANDE;12,00;12,00;0,00
01/01/2017;PCH SAL.CURUA;0,00;0,00;0,00
01/01/2017;PCH SAO JOAO;23,00;23,00;0,00
01/01/2017;PCH TAQUARA;11,00;0,00;-100,00
01/01/2017;PCH XANXERE;11,21;11,21;0,00
01/01/2017;PEIXE ANGICAL;140,00;140,98;0,70
01/01/2017;PEREIRA PASSO;44,00;50,61;15,02
01/01/2017;PICADA;25,00;29,93;19,72
01/01/2017;PIRAJU;72,00;75,74;5,19
01/01/2017;PONTE PEDRA;174,00;172,05;-1,12
01/01/2017;PORTO ESTRELA;40,00;19,69;-50,77
01/01/2017;PORTO PEDRAS;22,00;22,00;0,00
01/01/2017;PROMISSAO;50,73;51,72;1,95
01/01/2017;QUEIMADO;9,00;8,28;-8,00
01/01/2017;RETIRO BAIXO;35,00;30,02;-14,23
01/01/2017;RISOLETANEVES;0,00;0,00;0,00
01/01/2017;ROCHEDO;3,00;0,00;-100,00
01/01/2017;RONDON II;72,00;60,04;-16,61
01/01/2017;ROSAL;47,00;41,49;-11,72
01/01/2017;ROSANA;158,75;184,12;15,98
01/01/2017;S.DO FACAO;25,00;24,97;-0,12
01/01/2017;S.R.VERDINHO;46,00;46,22;0,48
01/01/2017;SA CARVALHO;42,00;31,43;-25,17
01/01/2017;SALTO;58,00;58,27;0,47
01/01/2017;SALTO GRANDE;42,00;39,93;-4,93
01/01/2017;SALTO GRANDE CS;70,00;67,94;-2,94
01/01/2017;SALTO PILAO;191,00;190,76;-0,13
01/01/2017;SANTA BRANCA;9,00;8,59;-4,56
01/01/2017;SANTA ROSA 2;20,23;0,00;-100,00
01/01/2017;SANTO ANTONIO;1.823,62;2.084,04;14,28
01/01/2017;SAO DOMINGOS;24,00;23,51;-2,04
01/01/2017;SAO JOAQUIM;0,00;0,00;0,00
01/01/2017;SAO JOSE;30,71;50,33;63,89
01/01/2017;SAO LOURENCO;27,00;13,32;-50,67
01/01/2017;SAO SALVADOR;60,00;61,34;2,23
01/01/2017;SAO SIMAO-US;1.110,00;1.132,28;2,01
01/01/2017;SIMPLICIO;89,33;140,01;56,73
01/01/2017;SOBRAGI;39,00;34,57;-11,36
01/01/2017;STA. CLARA PR;70,00;45,06;-35,63
01/01/2017;STA.CLARA-MG;3,00;11,44;281,33
01/01/2017;STA.GABRIELA;23,00;0,00;-100,00
01/01/2017;STO.ANT.JARI;70,00;73,02;4,31
01/01/2017;TAQUARUCU;200,00;176,61;-11,69
01/01/2017;TELES PIRES;1.200,00;1.100,32;-8,31
01/01/2017;TRES IRMAOS;340,00;355,51;4,56
01/01/2017;TRES MARIAS;49,00;49,01;0,02
01/01/2017;U. A. SALES;0,00;6,47;0,00
01/01/2017;U.BARRAGRANDE;0,00;0,00;0,00
01/01/2017;U.C NOVOS;68,33;143,08;109,40
01/01/2017;U.D.FRANCISCA;35,00;34,11;-2,54
01/01/2017;U.FOZ CHAPECO;150,00;140,40;-6,40
01/01/2017;U.ITA;281,46;265,87;-5,54
01/01/2017;U.MACHADINHO;260,00;254,22;-2,22
01/01/2017;U.MASCARENHAS;70,00;84,23;20,33
01/01/2017;U.MIMOSO;15,00;22,00;46,67
01/01/2017;U.MONTE CLARO;68,33;123,47;80,70
01/01/2017;U.PASSO FUNDO;30,00;67,87;126,23
01/01/2017;U.QUEB.QUEIXO;20,00;71,63;258,15
01/01/2017;U.S.OSORIO;323,33;298,89;-7,56
01/01/2017;U.S.SANTIAGO;397,08;305,89;-22,97
01/01/2017;U.SOBRADINHO;150,00;152,11;1,41
01/01/2017;UB.ESPERANCA;94,00;93,57;-0,46
01/01/2017;UH BCOQUEIROS;45,00;44,69;-0,69
01/01/2017;UHE BALBINA;60,00;60,50;0,83
01/01/2017;UHE CACU;32,00;31,16;-2,62
01/01/2017;UHE GARIBALDI;48,54;124,03;155,52
01/01/2017;UHE JAYME CANET;195,00;160,82;-17,53
01/01/2017;UHE JIRAU;1.353,88;1.455,51;7,51
01/01/2017;UHE PIMENTAL;155,00;194,00;25,16
01/01/2017;UHE S.DA MESA;260,00;250,49;-3,66
01/01/2017;UHE SAMUEL;80,00;42,33;-47,09
01/01/2017;US. L.GONZAGA;360,00;356,02;-1,11
01/01/2017;US. TUCURUI;1.500,00;1.595,38;6,36
01/01/2017;US.COA.NUNES;72,00;54,08;-24,89
01/01/2017;USI JAURU;61,04;86,09;41,04
01/01/2017;USI PAR.SOUZA;15,00;17,53;16,87
01/01/2017;USINA PA-I;0,00;0,00;0,00
01/01/2017;USINA PA-II;0,00;0,00;0,00
01/01/2017;USINA PA-III;0,00;0,00;0,00
01/01/2017;USINA PA-IV;770,50;722,35;-6,25
01/01/2017;USINA XINGO;848,00;868,32;2,40
01/01/2017;VOLTA GRANDE;50,00;48,73;-2,54
01/01/2017;PCH CEB;6,00;6,00;0,00
01/01/2017;PCH CEEE;13,00;22,40;72,31
01/01/2017;PCH CELESC;156,00;156,00;0,00
01/01/2017;PCH CELG;55,25;39,23;-29,00
01/01/2017;PCH CELPA;0,00;0,00;0,00
01/01/2017;PCH CELTINS;0,00;0,00;0,00
01/01/2017;PCH CEMAT;455,00;455,11;0,02
01/01/2017;PCH CEMIG;40,33;40,33;0,00
01/01/2017;PCH CERJ;247,38;0,00;-100,00
01/01/2017;PCH CERON;0,00;0,00;0,00
01/01/2017;PCH CESP;0,00;0,00;0,00
01/01/2017;PCH CHESF;0,00;0,00;0,00
01/01/2017;PCH COELBA;0,00;0,00;0,00
01/01/2017;PCH COPEL;88,00;88,00;0,00
01/01/2017;PCH CPFL;45,00;45,00;0,00
01/01/2017;PCH EMAE;40,00;40,00;0,00
01/01/2017;PCH ENERSUL;1,00;0,00;-100,00
01/01/2017;PCH ENORTE;0,00;0,00;0,00
01/01/2017;PCH ESCELSA;168,00;168,00;0,00
01/01/2017;PCH IACIARA;0,00;0,00;0,00
01/01/2017;PCH JAURU-CEMAT;0,00;66,62;0,00
01/01/2017;PCH JI-PARANA;0,00;30,08;0,00
01/01/2017;PCH P. BUENO;0,00;14,09;0,00
01/01/2017;PCH RGE;0,00;185,12;0,00
01/01/2017;PCH VILHENA;0,00;24,27;0,00
01/01/2017;CONJUNTO HIDRELETRICO BARREIRAS;32,12;35,27;9,81
01/01/2017;CONJUNTO HIDRELETRICO BOCA DO MONTE;11,02;29,48;167,51
01/01/2017;CONJUNTO HIDRELETRICO FAZENDA;15,00;0,00;-100,00
01/01/2017;CONJUNTO HIDRELETRICO LAJEADO GRANDE;10,00;78,37;683,70
01/01/2017;CONJUNTO HIDRELETRICO PARECIS;98,00;114,93;17,28
01/01/2017;CONJUNTO HIDRELETRICO SANTA CABECA;23,00;23,00;0,00
02/01/2017;14 DE JULHO;45,00;87,97;95,49
02/01/2017;AGUA VERMELHA;719,27;714,97;-0,60
02/01/2017;AIMORES;89,00;78,14;-12,20
02/01/2017;ALTO SUCURIU;23,00;23,00;0,00
02/01/2017;ALZIR SANTOS;63,83;51,59;-19,18
02/01/2017;AMADORAGUIAR1;148,23;147,87;-0,24
02/01/2017;AMADORAGUIAR2;132,42;126,02;-4,83
02/01/2017;AREAL;17,75;0,00;-100,00
02/01/2017;BAGUARI;50,00;39,82;-20,36
02/01/2017;BARIRI;93,85;94,25;0,43
02/01/2017;BARRA BONITA;64,79;62,29;-3,86
02/01/2017;BATALHA;10,00;10,03;0,30
02/01/2017;BELO MONTE;1.833,00;1.818,79;-0,78
02/01/2017;BENTO MUNHOZ;746,15;713,25;-4,41
02/01/2017;C. DOURADA;340,00;329,41;-3,11
02/01/2017;C.CALDEIRAO;48,00;49,82;3,79
02/01/2017;CACONDE;28,00;28,02;0,07
02/01/2017;CAMARGOS;9,00;9,18;2,00
02/01/2017;CANA BRAVA;125,00;125,58;0,46
02/01/2017;CANOAS I;80,00;79,54;-0,57
02/01/2017;CANOAS II;70,00;68,78;-1,74
02/01/2017;CAPIVARA;385,00;393,78;2,28
02/01/2017;CASTRO ALVES;70,25;128,82;83,37
02/01/2017;CHAVANTES;375,00;363,46;-3,08
02/01/2017;CORUMBA;163,65;180,22;10,13
02/01/2017;CORUMBA III;30,00;30,43;1,43
02/01/2017;CORUMBA IV;45,00;46,52;3,38
02/01/2017;CURUA-UNA;14,00;17,77;26,93
02/01/2017;DARDANELOS;259,00;257,65;-0,52
02/01/2017;E.CUNHA;40,00;37,42;-6,45
02/01/2017;EMBORCACAO;236,17;226,91;-3,92
02/01/2017;ESPORA;21,00;21,18;0,86
02/01/2017;ESTREITO;317,29;317,65;0,11
02/01/2017;FERREI.GOMES;63,00;50,39;-20,02
02/01/2017;FONTES NOVA;110,00;113,00;2,73
02/01/2017;FUNDAO;115,00;71,97;-37,42
02/01/2017;FUNIL;86,00;83,69;-2,69
02/01/2017;FUNIL GRANDE;59,00;44,30;-24,92
02/01/2017;FURNAS;634,38;631,04;-0,53
02/01/2017;G.JOSE RICHA;900,35;919,96;2,18
02/01/2017;GUAPORE;50,00;50,24;0,48
02/01/2017;GUILMA AMORIM;50,00;34,68;-30,64
02/01/2017;H.BORDEN EXT;42,42;41,84;-1,37
02/01/2017;H.BORDEN SUB;38,75;36,97;-4,59
02/01/2017;IBITINGA;109,17;110,04;0,80
02/01/2017;IGARAPAVA;124,88;127,72;2,27
02/01/2017;ILHA POMBOS;90,00;60,99;-32,23
02/01/2017;ILHA SOLTEIRA;1.605,42;1.986,51;23,74
02/01/2017;IRAPE-US;62,00;70,26;13,32
02/01/2017;ITAIPU 50 HZ;4.783,33;4.845,82;1,31
02/01/2017;ITAIPU 60 HZ;4.619,79;4.701,12;1,76
02/01/2017;ITAPEBI US;71,25;69,08;-3,05
02/01/2017;ITAUBA;203,96;306,75;50,40
02/01/2017;ITIQUIRA I;30,00;30,31;1,03
02/01/2017;ITIQUIRA II;80,00;85,77;7,21
02/01/2017;ITUMBIARA;795,42;702,68;-11,66
02/01/2017;ITUTINGA-US;15,00;13,94;-7,07
02/01/2017;JACUI;180,00;148,50;-17,50
02/01/2017;JAGUARA-US;318,54;298,89;-6,17
02/01/2017;JAGUARI;20,00;19,66;-1,70
02/01/2017;JLM.G.PEREIRA;34,00;36,48;7,29
02/01/2017;JUBA 1;29,00;0,00;-100,00
02/01/2017;JUBA 2;0,00;29,00;0,00
02/01/2017;JUPIA;996,88;1.107,08;11,05
02/01/2017;JURUMIRIM;96,00;95,74;-0,27
02/01/2017;L.C.BARRETO;561,88;533,03;-5,13
02/01/2017;LAJEADO;211,46;225,24;6,52
02/01/2017;LASA;0,00;0,00;0,00
02/01/2017;LIMOEIRO;12,33;10,81;-12,33
02/01/2017;M. MORAES;276,48;272,93;-1,28
02/01/2017;MACABU;2,21;0,00;-100,00
02/01/2017;MANSO;60,00;61,05;1,75
02/01/2017;MARIMBONDO;834,38;822,97;-1,37
02/01/2017;MIRANDA;182,08;145,67;-20,00
02/01/2017;N.AVANHANDAVA;213,33;213,02;-0,15
02/01/2017;NEY BRAGA;842,38;820,78;-2,56
02/01/2017;NILO PECANHA;260,00;308,11;18,50
02/01/2017;NOVA PONTE;185,00;188,97;2,15
02/01/2017;OURINHOS;43,00;36,07;-16,12
02/01/2017;P. COLOMBIA;232,67;190,76;-18,01
02/01/2017;P. PRIMAVERA;1.369,79;1.372,08;0,17
02/01/2017;P.DO CAVALO;2,50;2,81;12,40
02/01/2017;PARAIBUNA;9,00;8,61;-4,33
02/01/2017;PASSO REAL;83,33;75,13;-9,84
02/01/2017;PASSO S JOAO;74,00;76,79;3,77
02/01/2017;PCH ANGELINA;9,00;9,00;0,00
02/01/2017;PCH BLUMENAU;59,62;59,62;0,00
02/01/2017;PCH BURITI;26,00;26,00;0,00
02/01/2017;PCH CANASTRA;23,17;22,76;-1,77
02/01/2017;PCH CGRANDE;43,00;43,00;0,00
02/01/2017;PCH CHOPIM;28,00;28,00;0,00
02/01/2017;PCH CURITIBA;20,00;20,00;0,00
02/01/2017;PCH LUDESA;10,00;10,00;0,00
02/01/2017;PCH MOSQUITAO;16,00;16,00;0,00
02/01/2017;PCH NORTEMS;0,00;0,00;0,00
02/01/2017;PCH PBRANCO;140,00;140,00;0,00
02/01/2017;PCH PFUNDO;0,00;0,00;0,00
02/01/2017;PCH QUEIXADA;17,00;19,61;15,35
02/01/2017;PCH S A CAIAPO;11,00;0,00;-100,00
02/01/2017;PCH S.GRANDE;12,00;12,00;0,00
02/01/2017;PCH SAL.CURUA;0,00;0,00;0,00
02/01/2017;PCH SAO JOAO;23,00;23,00;0,00
02/01/2017;PCH TAQUARA;11,00;0,00;-100,00
02/01/2017;PCH XANXERE;11,21;11,21;0,00
02/01/2017;PEIXE ANGICAL;140,00;140,98;0,70
02/01/2017;PEREIRA PASSO;44,00;47,60;8,18
02/01/2017;PICADA;25,00;22,60;-9,60
02/01/2017;PIRAJU;72,00;75,24;4,50
02/01/2017;PONTE PEDRA;174,00;171,74;-1,30
02/01/2017;PORTO ESTRELA;40,00;22,03;-44,92
02/01/2017;PORTO PEDRAS;22,00;22,00;0,00
02/01/2017;PROMISSAO;142,50;142,29;-0,15
02/01/2017;QUEIMADO;9,00;8,22;-8,67
02/01/2017;RETIRO BAIXO;35,00;27,32;-21,94
02/01/2017;RISOLETANEVES;0,00;0,00;0,00
02/01/2017;ROCHEDO;3,00;0,00;-100,00
02/01/2017;RONDON II;72,00;72,02;0,03
02/01/2017;ROSAL;47,00;27,49;-41,51
02/01/2017;ROSANA;279,17;280,07;0,32
02/01/2017;S.DO FACAO;30,00;30,15;0,50
02/01/2017;S.R.VERDINHO;46,00;46,22;0,48
02/01/2017;SA CARVALHO;42,00;27,47;-34,60
02/01/2017;SALTO;58,00;58,26;0,45
02/01/2017;SALTO GRANDE;42,00;39,00;-7,14
02/01/2017;SALTO GRANDE CS;70,00;62,62;-10,54
02/01/2017;SALTO PILAO;191,00;190,09;-0,48
02/01/2017;SANTA BRANCA;9,00;8,48;-5,78
02/01/2017;SANTA ROSA 2;32,75;0,00;-100,00
02/01/2017;SANTO ANTONIO;2.000,00;2.196,56;9,83
02/01/2017;SAO DOMINGOS;24,00;23,29;-2,96
02/01/2017;SAO JOAQUIM;0,00;0,00;0,00
02/01/2017;SAO JOSE;21,38;32,96;54,16
02/01/2017;SAO LOURENCO;25,00;13,69;-45,24
02/01/2017;SAO SALVADOR;96,25;96,74;0,51
02/01/2017;SAO SIMAO-US;1.110,00;1.202,65;8,35
02/01/2017;SIMPLICIO;156,00;131,92;-15,44
02/01/2017;SOBRAGI;39,00;32,40;-16,92
02/01/2017;STA. CLARA PR;102,00;62,07;-39,15
02/01/2017;STA.CLARA-MG;3,00;7,22;140,67
02/01/2017;STA.GABRIELA;26,00;0,00;-100,00
02/01/2017;STO.ANT.JARI;65,00;92,52;42,34
02/01/2017;TAQUARUCU;222,08;230,84;3,94
02/01/2017;TELES PIRES;1.300,00;1.301,80;0,14
02/01/2017;TRES IRMAOS;366,67;399,90;9,06
02/01/2017;TRES MARIAS;49,00;49,00;0,00
02/01/2017;U. A. SALES;0,00;0,00;0,00
02/01/2017;U.BARRAGRANDE;244,46;182,05;-25,53
02/01/2017;U.C NOVOS;430,73;718,77;66,87
02/01/2017;U.D.FRANCISCA;78,75;84,63;7,47
02/01/2017;U.FOZ CHAPECO;500,00;355,91;-28,82
02/01/2017;U.ITA;728,85;728,38;-0,06
02/01/2017;U.MACHADINHO;433,33;430,93;-0,55
02/01/2017;U.MASCARENHAS;70,00;74,96;7,09
02/01/2017;U.MIMOSO;15,00;22,00;46,67
02/01/2017;U.MONTE CLARO;58,33;101,83;74,58
02/01/2017;U.PASSO FUNDO;215,00;182,64;-15,05
02/01/2017;U.QUEB.QUEIXO;20,00;120,17;500,85
02/01/2017;U.S.OSORIO;841,29;704,68;-16,24
02/01/2017;U.S.SANTIAGO;1.047,08;1.034,72;-1,18
02/01/2017;U.SOBRADINHO;150,00;152,51;1,67
02/01/2017;UB.ESPERANCA;94,00;103,65;10,27
02/01/2017;UH BCOQUEIROS;45,00;62,19;38,20
02/01/2017;UHE BALBINA;60,00;60,40;0,67
02/01/2017;UHE CACU;32,00;45,39;41,84
02/01/2017;UHE GARIBALDI;100,00;187,79;87,79
02/01/2017;UHE JAYME CANET;238,33;266,28;11,73
02/01/2017;UHE JIRAU;1.550,00;1.624,42;4,80
02/01/2017;UHE PIMENTAL;155,00;195,30;26,00
02/01/2017;UHE S.DA MESA;260,00;249,78;-3,93
02/01/2017;UHE SAMUEL;80,00;41,59;-48,01
02/01/2017;US. L.GONZAGA;360,00;360,01;0,00
02/01/2017;US. TUCURUI;1.500,00;1.447,50;-3,50
02/01/2017;US.COA.NUNES;72,00;61,83;-14,13
02/01/2017;USI JAURU;61,04;77,56;27,06
02/01/2017;USI PAR.SOUZA;195,46;171,43;-12,29
02/01/2017;USINA PA-I;0,00;0,00;0,00
02/01/2017;USINA PA-II;0,00;0,00;0,00
02/01/2017;USINA PA-III;0,00;0,00;0,00
02/01/2017;USINA PA-IV;788,00;741,03;-5,96
02/01/2017;USINA XINGO;848,00;865,93;2,11
02/01/2017;VOLTA GRANDE;243,33;125,43;-48,45
02/01/2017;PCH CEB;0,00;0,00;0,00
02/01/2017;PCH CEEE;13,00;22,40;72,31
02/01/2017;PCH CELESC;156,00;156,00;0,00
02/01/2017;PCH CELG;53,00;37,00;-30,19
02/01/2017;PCH CELPA;0,00;0,00;0,00
02/01/2017;PCH CELTINS;0,00;0,00;0,00
02/01/2017;PCH CEMAT;469,50;469,50;0,00
02/01/2017;PCH CEMIG;40,33;40,33;0,00
02/01/2017;PCH CERJ;374,83;0,00;-100,00
02/01/2017;PCH CERON;0,00;0,00;0,00
02/01/2017;PCH CESP;0,00;0,00;0,00
02/01/2017;PCH CHESF;0,00;0,00;0,00
02/01/2017;PCH COELBA;0,00;0,00;0,00
02/01/2017;PCH COPEL;88,00;88,00;0,00
02/01/2017;PCH CPFL;45,00;45,00;0,00
02/01/2017;PCH EMAE;40,00;40,00;0,00
02/01/2017;PCH ENERSUL;1,00;0,00;-100,00
02/01/2017;PCH ENORTE;0,00;0,00;0,00
02/01/2017;PCH ESCELSA;168,00;168,00;0,00
02/01/2017;PCH IACIARA;0,00;0,00;0,00
02/01/2017;PCH JAURU-CEMAT;0,00;61,20;0,00
02/01/2017;PCH JI-PARANA;0,00;30,08;0,00
02/01/2017;PCH P. BUENO;0,00;14,08;0,00
02/01/2017;PCH RGE;0,00;185,68;0,00
02/01/2017;PCH VILHENA;0,00;24,29;0,00
02/01/2017;CONJUNTO HIDRELETRICO BARREIRAS;32,12;28,82;-10,27
02/01/2017;CONJUNTO HIDRELETRICO BOCA DO MONTE;11,02;16,07;45,83
02/01/2017;CONJUNTO HIDRELETRICO FAZENDA;18,00;0,00;-100,00
02/01/2017;CONJUNTO HIDRELETRICO LAJEADO GRANDE;10,00;70,31;603,10
02/01/2017;CONJUNTO HIDRELETRICO PARECIS;98,00;116,55;18,93
02/01/2017;CONJUNTO HIDRELETRICO SANTA CABECA;23,00;23,00;0,00
03/01/2017;14 DE JULHO;75,83;78,58;3,63
03/01/2017;AGUA VERMELHA;854,17;860,30;0,72
03/01/2017;AIMORES;73,33;57,89;-21,06
03/01/2017;ALTO SUCURIU;24,00;24,00;0,00
03/01/2017;ALZIR SANTOS;74,00;75,44;1,95
03/01/2017;AMADORAGUIAR1;143,23;142,28;-0,66
03/01/2017;AMADORAGUIAR2;116,38;126,91;9,05
03/01/2017;AREAL;19,06;0,00;-100,00
03/01/2017;BAGUARI;38,00;39,82;4,79
03/01/2017;BARIRI;92,92;94,07;1,24
03/01/2017;BARRA BONITA;62,50;62,51;0,02
03/01/2017;BATALHA;10,00;10,04;0,40
03/01/2017;BELO MONTE;1.833,00;1.841,71;0,48
03/01/2017;BENTO MUNHOZ;749,04;670,24;-10,52
03/01/2017;C. DOURADA;283,33;336,88;18,90
03/01/2017;C.CALDEIRAO;48,00;61,41;27,94
03/01/2017;CACONDE;28,00;28,06;0,21
03/01/2017;CAMARGOS;9,00;9,24;2,67
03/01/2017;CANA BRAVA;125,00;125,57;0,46
03/01/2017;CANOAS I;80,00;79,54;-0,57
03/01/2017;CANOAS II;70,00;68,78;-1,74
03/01/2017;CAPIVARA;385,00;389,57;1,19
03/01/2017;CASTRO ALVES;129,00;129,06;0,05
03/01/2017;CHAVANTES;375,00;372,66;-0,62
03/01/2017;CORUMBA;80,00;119,23;49,04
03/01/2017;CORUMBA III;30,00;38,57;28,57
03/01/2017;CORUMBA IV;45,00;46,98;4,40
03/01/2017;CURUA-UNA;14,00;17,31;23,64
03/01/2017;DARDANELOS;259,00;257,89;-0,43
03/01/2017;E.CUNHA;40,00;38,16;-4,60
03/01/2017;EMBORCACAO;230,75;286,17;24,02
03/01/2017;ESPORA;21,00;21,22;1,05
03/01/2017;ESTREITO;291,04;335,87;15,40
03/01/2017;FERREI.GOMES;52,00;45,76;-12,00
03/01/2017;FONTES NOVA;110,00;112,98;2,71
03/01/2017;FUNDAO;115,00;87,21;-24,17
03/01/2017;FUNIL;86,00;85,13;-1,01
03/01/2017;FUNIL GRANDE;64,00;51,73;-19,17
03/01/2017;FURNAS;714,58;898,20;25,70
03/01/2017;G.JOSE RICHA;904,19;926,99;2,52
03/01/2017;GUAPORE;50,00;53,44;6,88
03/01/2017;GUILMA AMORIM;30,00;33,35;11,17
03/01/2017;H.BORDEN EXT;36,56;68,69;87,88
03/01/2017;H.BORDEN SUB;32,81;63,72;94,21
03/01/2017;IBITINGA;109,17;109,40;0,21
03/01/2017;IGARAPAVA;161,00;170,39;5,83
03/01/2017;ILHA POMBOS;64,17;82,03;27,83
03/01/2017;ILHA SOLTEIRA;1.760,42;2.325,96;32,13
03/01/2017;IRAPE-US;62,00;73,82;19,06
03/01/2017;ITAIPU 50 HZ;4.553,12;4.756,85;4,47
03/01/2017;ITAIPU 60 HZ;5.360,42;5.285,61;-1,40
03/01/2017;ITAPEBI US;65,62;117,24;78,67
03/01/2017;ITAUBA;254,48;290,78;14,26
03/01/2017;ITIQUIRA I;30,00;30,31;1,03
03/01/2017;ITIQUIRA II;80,00;85,75;7,19
